strategy,crypto,fill_model,total_trades,filled_trades,fill_rate,winning_trades,losing_trades,win_rate,total_capital_deployed,total_net_pnl,total_fees,roi_pct,profit_factor,sharpe_ratio,max_drawdown,param_tier1_price,param_tier2_price,param_tier1_capital,param_tier2_capital,param_exit_strategy
stink_bid,BTC,optimistic,6908,3601,0.5213,529,3072,0.1469,189325.0,586370.98,3786.5,309.72,4.5624,0.7672,11163.97,0.07,0.001,100.0,1.0,sell_at_15x
stink_bid,BTC,realistic,6908,3049,0.4414,386,2663,0.1266,150856.0,342877.17,3017.12,227.29,3.5285,0.7532,14158.63,0.07,0.001,100.0,1.0,sell_at_15x
stink_bid,BTC,optimistic,6908,3601,0.5213,344,3257,0.0955,189325.0,596949.76,3786.5,315.3,4.4817,0.781,9181.23,0.07,0.001,100.0,1.0,sell_at_25x
stink_bid,BTC,realistic,6908,3049,0.4414,235,2814,0.0771,150856.0,346195.76,3017.12,229.49,3.4586,0.7499,10290.42,0.07,0.001,100.0,1.0,sell_at_25x
stink_bid,BTC,optimistic,6908,3601,0.5213,230,3371,0.0639,189325.0,687764.14,3786.5,363.27,4.9232,0.7959,10917.06,0.07,0.001,100.0,1.0,sell_at_50x
stink_bid,BTC,realistic,6908,3049,0.4414,141,2908,0.0462,150856.0,416407.29,3017.12,276.03,3.887,0.8401,10740.01,0.07,0.001,100.0,1.0,sell_at_50x
stink_bid,BTC,optimistic,6908,3601,0.5213,218,3383,0.0605,189325.0,804655.77,3786.5,425.01,5.5818,0.8014,10917.06,0.07,0.001,100.0,1.0,sell_at_75x
stink_bid,BTC,realistic,6908,3049,0.4414,131,2918,0.043,150856.0,503613.04,3017.12,333.84,4.4864,0.8381,10833.21,0.07,0.001,100.0,1.0,sell_at_75x
stink_bid,BTC,optimistic,6908,3601,0.5213,200,3401,0.0555,189325.0,900483.28,3786.5,475.63,6.1122,0.7782,10917.06,0.07,0.001,100.0,1.0,sell_at_100x
stink_bid,BTC,realistic,6908,3049,0.4414,114,2935,0.0374,150856.0,602186.48,3017.12,399.18,5.1538,0.8414,10910.21,0.07,0.001,100.0,1.0,sell_at_100x
stink_bid,BTC,optimistic,6908,3601,0.5213,192,3409,0.0533,189325.0,971872.58,3786.5,513.34,6.5077,0.814,10917.06,0.07,0.001,100.0,1.0,sell_at_125x
stink_bid,BTC,realistic,6908,3049,0.4414,107,2942,0.0351,150856.0,646344.53,3017.12,428.45,5.452,0.8459,10910.21,0.07,0.001,100.0,1.0,sell_at_125x
stink_bid,BTC,optimistic,6908,3601,0.5213,186,3415,0.0517,189325.0,999485.5,3786.5,527.92,6.6576,0.7969,10917.06,0.07,0.001,100.0,1.0,sell_at_150x
stink_bid,BTC,realistic,6908,3049,0.4414,102,2947,0.0335,150856.0,669091.37,3017.12,443.53,5.6021,0.8241,14204.96,0.07,0.001,100.0,1.0,sell_at_150x
stink_bid,BTC,optimistic,6908,3601,0.5213,152,3449,0.0422,192775.0,1246751.74,3855.5,646.74,7.8721,0.6541,11127.18,0.07,0.001,100.0,3.0,hold_to_resolution
stink_bid,BTC,realistic,6908,3049,0.4414,72,2977,0.0236,153968.0,886658.34,3079.36,575.87,6.9228,0.6799,14621.12,0.07,0.001,100.0,3.0,hold_to_resolution
stink_bid,BTC,optimistic,6908,3601,0.5213,2448,1153,0.6798,192775.0,436777.96,3855.5,226.57,6.7061,0.7917,1518.18,0.07,0.001,100.0,3.0,sell_at_2x
stink_bid,BTC,realistic,6908,3049,0.4414,1728,1321,0.5667,153968.0,244671.21,3079.36,158.91,3.4882,0.7053,3620.81,0.07,0.001,100.0,3.0,sell_at_2x
stink_bid,BTC,optimistic,6908,3601,0.5213,1248,2353,0.3466,192775.0,503611.71,3855.5,261.24,4.6234,0.7818,3403.76,0.07,0.001,100.0,3.0,sell_at_5x
stink_bid,BTC,realistic,6908,3049,0.4414,951,2098,0.3119,153968.0,292291.01,3079.36,189.84,3.4178,0.7644,4426.84,0.07,0.001,100.0,3.0,sell_at_5x
stink_bid,BTC,optimistic,6908,3601,0.5213,753,2848,0.2091,192775.0,562144.19,3855.5,291.61,4.5332,0.8298,6724.61,0.07,0.001,100.0,3.0,sell_at_10x
stink_bid,BTC,realistic,6908,3049,0.4414,561,2488,0.184,153968.0,339589.61,3079.36,220.56,3.5482,0.783,11402.05,0.07,0.001,100.0,3.0,sell_at_10x
stink_bid,BTC,optimistic,6908,3601,0.5213,529,3072,0.1469,192775.0,596792.35,3855.5,309.58,4.5607,0.7709,11135.9,0.07,0.001,100.0,3.0,sell_at_15x
stink_bid,BTC,realistic,6908,3049,0.4414,386,2663,0.1266,153968.0,350102.88,3079.36,227.39,3.5305,0.7619,13910.76,0.07,0.001,100.0,3.0,sell_at_15x
stink_bid,BTC,optimistic,6908,3601,0.5213,344,3257,0.0955,192775.0,606177.05,3855.5,314.45,4.4698,0.7847,9278.59,0.07,0.001,100.0,3.0,sell_at_25x
stink_bid,BTC,realistic,6908,3049,0.4414,235,2814,0.0771,153968.0,352025.82,3079.36,228.64,3.4487,0.7564,10278.74,0.07,0.001,100.0,3.0,sell_at_25x
stink_bid,BTC,optimistic,6908,3601,0.5213,230,3371,0.0639,192775.0,695030.13,3855.5,360.54,4.8891,0.799,11127.18,0.07,0.001,100.0,3.0,sell_at_50x
stink_bid,BTC,realistic,6908,3049,0.4414,141,2908,0.0462,153968.0,420967.76,3079.36,273.41,3.8576,0.8436,10905.53,0.07,0.001,100.0,3.0,sell_at_50x
stink_bid,BTC,optimistic,6908,3601,0.5213,218,3383,0.0605,192775.0,812332.39,3855.5,421.39,5.537,0.8044,11127.18,0.07,0.001,100.0,3.0,sell_at_75x
stink_bid,BTC,realistic,6908,3049,0.4414,131,2918,0.043,153968.0,508492.33,3079.36,330.26,4.4464,0.8403,11104.01,0.07,0.001,100.0,3.0,sell_at_75x
stink_bid,BTC,optimistic,6908,3601,0.5213,200,3401,0.0555,192775.0,908379.14,3855.5,471.21,6.0579,0.7804,11127.18,0.07,0.001,100.0,3.0,sell_at_100x
stink_bid,BTC,realistic,6908,3049,0.4414,114,2935,0.0374,153968.0,607425.43,3079.36,394.51,5.1017,0.8411,11212.13,0.07,0.001,100.0,3.0,sell_at_100x
stink_bid,BTC,optimistic,6908,3601,0.5213,192,3409,0.0533,192775.0,980203.14,3855.5,508.47,6.4481,0.8168,11127.18,0.07,0.001,100.0,3.0,sell_at_125x
stink_bid,BTC,realistic,6908,3049,0.4414,107,2942,0.0351,153968.0,651475.85,3079.36,423.12,5.3927,0.8468,11212.13,0.07,0.001,100.0,3.0,sell_at_125x
stink_bid,BTC,optimistic,6908,3601,0.5213,186,3415,0.0517,192775.0,1007330.5,3855.5,522.54,6.5922,0.7994,11127.18,0.07,0.001,100.0,3.0,sell_at_150x
stink_bid,BTC,realistic,6908,3049,0.4414,102,2947,0.0335,153968.0,673783.13,3079.36,437.61,5.5366,0.8249,14621.12,0.07,0.001,100.0,3.0,sell_at_150x
stink_bid,BTC,optimistic,6908,3601,0.5213,152,3449,0.0422,196225.0,1249232.74,3924.5,636.63,7.7549,0.6532,11337.3,0.07,0.001,100.0,5.0,hold_to_resolution
stink_bid,BTC,realistic,6908,2979,0.4312,72,2907,0.0242,156730.0,883841.1,3134.6,563.93,6.7949,0.6776,15011.78,0.07,0.001,100.0,5.0,hold_to_resolution
stink_bid,BTC,optimistic,6908,3601,0.5213,2448,1153,0.6798,196225.0,445530.93,3924.5,227.05,6.7568,0.7973,1479.5,0.07,0.001,100.0,5.0,sell_at_2x
stink_bid,BTC,realistic,6908,2979,0.4312,1676,1303,0.5626,156730.0,248515.12,3134.6,158.56,3.5105,0.7141,3555.05,0.07,0.001,100.0,5.0,sell_at_2x
stink_bid,BTC,optimistic,6908,3601,0.5213,1248,2353,0.3466,196225.0,515026.11,3924.5,262.47,4.6508,0.7887,3360.94,0.07,0.001,100.0,5.0,sell_at_5x
stink_bid,BTC,realistic,6908,2979,0.4312,914,2065,0.3068,156730.0,298280.91,3134.6,190.32,3.4321,0.7749,4258.87,0.07,0.001,100.0,5.0,sell_at_5x
stink_bid,BTC,optimistic,6908,3601,0.5213,753,2848,0.2091,196225.0,573631.39,3924.5,292.33,4.545,0.8353,6754.35,0.07,0.001,100.0,5.0,sell_at_10x
stink_bid,BTC,realistic,6908,2979,0.4312,540,2439,0.1813,156730.0,345652.37,3134.6,220.54,3.5509,0.7909,10828.97,0.07,0.001,100.0,5.0,sell_at_10x
stink_bid,BTC,optimistic,6908,3601,0.5213,529,3072,0.1469,196225.0,607213.73,3924.5,309.45,4.5591,0.7744,11107.83,0.07,0.001,100.0,5.0,sell_at_15x
stink_bid,BTC,realistic,6908,2979,0.4312,367,2612,0.1232,156730.0,355287.08,3134.6,226.69,3.5226,0.7669,13657.8,0.07,0.001,100.0,5.0,sell_at_15x
stink_bid,BTC,optimistic,6908,3601,0.5213,344,3257,0.0955,196225.0,615404.35,3924.5,313.62,4.4583,0.7882,9375.95,0.07,0.001,100.0,5.0,sell_at_25x
stink_bid,BTC,realistic,6908,2979,0.4312,229,2750,0.0769,156730.0,356773.45,3134.6,227.64,3.4371,0.7608,10267.06,0.07,0.001,100.0,5.0,sell_at_25x
stink_bid,BTC,optimistic,6908,3601,0.5213,230,3371,0.0639,196225.0,702296.12,3924.5,357.9,4.8563,0.8021,11337.3,0.07,0.001,100.0,5.0,sell_at_50x
stink_bid,BTC,realistic,6908,2979,0.4312,138,2841,0.0463,156730.0,423285.22,3134.6,270.07,3.8209,0.8445,11071.05,0.07,0.001,100.0,5.0,sell_at_50x
stink_bid,BTC,optimistic,6908,3601,0.5213,218,3383,0.0605,196225.0,820009.01,3924.5,417.89,5.494,0.8072,11337.3,0.07,0.001,100.0,5.0,sell_at_75x
stink_bid,BTC,realistic,6908,2979,0.4312,129,2850,0.0433,156730.0,511378.62,3134.6,326.28,4.4026,0.8399,11396.75,0.07,0.001,100.0,5.0,sell_at_75x
stink_bid,BTC,optimistic,6908,3601,0.5213,200,3401,0.0555,196225.0,916275.01,3924.5,466.95,6.0058,0.7826,11337.3,0.07,0.001,100.0,5.0,sell_at_100x
stink_bid,BTC,realistic,6908,2979,0.4312,112,2867,0.0376,156730.0,610671.38,3134.6,389.63,5.0479,0.8394,11508.95,0.07,0.001,100.0,5.0,sell_at_100x
stink_bid,BTC,optimistic,6908,3601,0.5213,192,3409,0.0533,196225.0,988533.7,3924.5,503.78,6.3908,0.8195,11337.3,0.07,0.001,100.0,5.0,sell_at_125x
stink_bid,BTC,realistic,6908,2979,0.4312,105,2874,0.0352,156730.0,654164.17,3134.6,417.38,5.3296,0.8455,11508.95,0.07,0.001,100.0,5.0,sell_at_125x
stink_bid,BTC,optimistic,6908,3601,0.5213,186,3415,0.0517,196225.0,1015175.5,3924.5,517.35,6.5293,0.8018,11337.3,0.07,0.001,100.0,5.0,sell_at_150x
stink_bid,BTC,realistic,6908,2979,0.4312,100,2879,0.0336,156730.0,676031.89,3134.6,431.34,5.4678,0.8226,15011.78,0.07,0.001,100.0,5.0,sell_at_150x
stink_bid,BTC,optimistic,6908,3609,0.5224,158,3451,0.0438,48633.0,314989.9,972.66,647.69,7.878,0.6514,2809.08,0.07,0.002,25.0,1.0,hold_to_resolution
stink_bid,BTC,realistic,6908,3408,0.4933,99,3309,0.029,45792.0,249834.97,915.84,545.59,6.6514,0.6463,4506.98,0.07,0.002,25.0,1.0,hold_to_resolution
stink_bid,BTC,optimistic,6908,3609,0.5224,2345,1264,0.6498,48633.0,109867.22,972.66,225.91,6.6763,0.7917,399.73,0.07,0.002,25.0,1.0,sell_at_2x
stink_bid,BTC,realistic,6908,3408,0.4933,1430,1978,0.4196,45792.0,74531.93,915.84,162.76,3.5512,0.7796,1001.08,0.07,0.002,25.0,1.0,sell_at_2x
stink_bid,BTC,optimistic,6908,3609,0.5224,1156,2453,0.3203,48633.0,126625.41,972.66,260.37,4.6066,0.7804,892.67,0.07,0.002,25.0,1.0,sell_at_5x
stink_bid,BTC,realistic,6908,3408,0.4933,870,2538,0.2553,45792.0,85331.52,915.84,186.35,3.3652,0.8146,1240.45,0.07,0.002,25.0,1.0,sell_at_5x
stink_bid,BTC,optimistic,6908,3609,0.5224,697,2912,0.1931,48633.0,141382.09,972.66,290.71,4.5187,0.8276,1685.85,0.07,0.002,25.0,1.0,sell_at_10x
stink_bid,BTC,realistic,6908,3408,0.4933,538,2870,0.1579,45792.0,97524.81,915.84,212.97,3.4628,0.8168,2640.72,0.07,0.002,25.0,1.0,sell_at_10x
stink_bid,BTC,optimistic,6908,3609,0.5224,505,3104,0.1399,48633.0,150105.59,972.66,308.65,4.5478,0.7699,2775.54,0.07,0.002,25.0,1.0,sell_at_15x
stink_bid,BTC,realistic,6908,3408,0.4933,407,3001,0.1194,45792.0,101139.75,915.84,220.87,3.4621,0.7897,3269.34,0.07,0.002,25.0,1.0,sell_at_15x
stink_bid,BTC,optimistic,6908,3609,0.5224,334,3275,0.0925,48633.0,152041.7,972.66,312.63,4.4477,0.7818,2359.9,0.07,0.002,25.0,1.0,sell_at_25x
stink_bid,BTC,realistic,6908,3408,0.4933,258,3150,0.0757,45792.0,102881.97,915.84,224.67,3.4164,0.7953,2489.53,0.07,0.002,25.0,1.0,sell_at_25x
stink_bid,BTC,optimistic,6908,3609,0.5224,228,3381,0.0632,48633.0,174369.7,972.66,358.54,4.8651,0.7949,2809.08,0.07,0.002,25.0,1.0,sell_at_50x
stink_bid,BTC,realistic,6908,3408,0.4933,162,3246,0.0475,45792.0,122129.55,915.84,266.71,3.8024,0.8387,2809.08,0.07,0.002,25.0,1.0,sell_at_50x
stink_bid,BTC,optimistic,6908,3609,0.5224,219,3390,0.0607,48633.0,203968.18,972.66,419.4,5.5129,0.8017,2809.08,0.07,0.002,25.0,1.0,sell_at_75x
stink_bid,BTC,realistic,6908,3408,0.4933,156,3252,0.0458,45792.0,148378.61,915.84,324.03,4.4004,0.8165,3355.87,0.07,0.002,25.0,1.0,sell_at_75x
stink_bid,BTC,optimistic,6908,3609,0.5224,201,3408,0.0557,48633.0,227780.11,972.66,468.37,6.0242,0.7792,2809.08,0.07,0.002,25.0,1.0,sell_at_100x
stink_bid,BTC,realistic,6908,3408,0.4933,136,3272,0.0399,45792.0,172964.69,915.84,377.72,4.9487,0.8026,3355.87,0.07,0.002,25.0,1.0,sell_at_100x
stink_bid,BTC,optimistic,6908,3609,0.5224,193,3416,0.0535,48633.0,245743.67,972.66,505.3,6.4106,0.8161,2809.08,0.07,0.002,25.0,1.0,sell_at_125x
stink_bid,BTC,realistic,6908,3408,0.4933,131,3277,0.0384,45792.0,185918.09,915.84,406.01,5.2392,0.7976,3355.87,0.07,0.002,25.0,1.0,sell_at_125x
stink_bid,BTC,optimistic,6908,3609,0.5224,187,3422,0.0518,48633.0,252612.09,972.66,519.43,6.5551,0.7985,2809.08,0.07,0.002,25.0,1.0,sell_at_150x
stink_bid,BTC,realistic,6908,3408,0.4933,125,3283,0.0367,45792.0,191722.54,915.84,418.68,5.3661,0.7758,4506.98,0.07,0.002,25.0,1.0,sell_at_150x
stink_bid,BTC,optimistic,6908,3609,0.5224,158,3451,0.0438,52099.0,323454.58,1041.98,620.85,7.5591,0.6438,3021.24,0.07,0.002,25.0,3.0,hold_to_resolution
stink_bid,BTC,realistic,6908,3408,0.4933,99,3309,0.029,49076.0,248475.34,981.52,506.31,6.225,0.6394,4941.5,0.07,0.002,25.0,3.0,hold_to_resolution
stink_bid,BTC,optimistic,6908,3609,0.5224,2345,1264,0.6498,52099.0,117777.4,1041.98,226.06,6.7653,0.8074,394.13,0.07,0.002,25.0,3.0,sell_at_2x
stink_bid,BTC,realistic,6908,3408,0.4933,1430,1978,0.4196,49076.0,81032.92,981.52,165.12,3.6154,0.8188,1041.94,0.07,0.002,25.0,3.0,sell_at_2x
stink_bid,BTC,optimistic,6908,3609,0.5224,1156,2453,0.3203,52099.0,136631.19,1041.98,262.25,4.6536,0.7974,963.12,0.07,0.002,25.0,3.0,sell_at_5x
stink_bid,BTC,realistic,6908,3408,0.4933,870,2538,0.2553,49076.0,92960.36,981.52,189.42,3.4168,0.8518,1168.2,0.07,0.002,25.0,3.0,sell_at_5x
stink_bid,BTC,optimistic,6908,3609,0.5224,697,2912,0.1931,52099.0,151689.58,1041.98,291.16,4.5261,0.8389,1717.55,0.07,0.002,25.0,3.0,sell_at_10x
stink_bid,BTC,realistic,6908,3408,0.4933,538,2870,0.1579,49076.0,104945.8,981.52,213.84,3.4753,0.8391,2573.91,0.07,0.002,25.0,3.0,sell_at_10x
stink_bid,BTC,optimistic,6908,3609,0.5224,505,3104,0.1399,52099.0,159736.62,1041.98,306.6,4.52,0.7779,2751.01,0.07,0.002,25.0,3.0,sell_at_15x
stink_bid,BTC,realistic,6908,3408,0.4933,407,3001,0.1194,49076.0,108092.59,981.52,220.26,3.4548,0.8079,3190.75,0.07,0.002,25.0,3.0,sell_at_15x
stink_bid,BTC,optimistic,6908,3609,0.5224,334,3275,0.0925,52099.0,159957.05,1041.98,307.03,4.3758,0.7861,2513.42,0.07,0.002,25.0,3.0,sell_at_25x
stink_bid,BTC,realistic,6908,3408,0.4933,258,3150,0.0757,49076.0,108115.12,981.52,220.3,3.3646,0.8093,2647.77,0.07,0.002,25.0,3.0,sell_at_25x
stink_bid,BTC,optimistic,6908,3609,0.5224,228,3381,0.0632,52099.0,181043.52,1041.98,347.5,4.7299,0.7954,3021.24,0.07,0.002,25.0,3.0,sell_at_50x
stink_bid,BTC,realistic,6908,3408,0.4933,162,3246,0.0475,49076.0,126116.34,981.52,256.98,3.6921,0.8494,3021.24,0.07,0.002,25.0,3.0,sell_at_50x
stink_bid,BTC,optimistic,6908,3609,0.5224,219,3390,0.0607,52099.0,211495.81,1041.98,405.95,5.3488,0.8043,3021.24,0.07,0.002,25.0,3.0,sell_at_75x
stink_bid,BTC,realistic,6908,3408,0.4933,156,3252,0.0458,49076.0,152885.9,981.52,311.53,4.2591,0.8254,3667.99,0.07,0.002,25.0,3.0,sell_at_75x
stink_bid,BTC,optimistic,6908,3609,0.5224,201,3408,0.0557,52099.0,235072.65,1041.98,451.2,5.817,0.783,3021.24,0.07,0.002,25.0,3.0,sell_at_100x
stink_bid,BTC,realistic,6908,3408,0.4933,136,3272,0.0399,49076.0,176953.61,981.52,360.57,4.7565,0.8087,3667.99,0.07,0.002,25.0,3.0,sell_at_100x
stink_bid,BTC,optimistic,6908,3609,0.5224,193,3416,0.0535,52099.0,253377.35,1041.98,486.34,6.1823,0.8225,3021.24,0.07,0.002,25.0,3.0,sell_at_125x
stink_bid,BTC,realistic,6908,3408,0.4933,131,3277,0.0384,49076.0,189895.99,981.52,386.94,5.0261,0.8078,3667.99,0.07,0.002,25.0,3.0,sell_at_125x
stink_bid,BTC,optimistic,6908,3609,0.5224,187,3422,0.0518,52099.0,260054.77,1041.98,499.16,6.312,0.8036,3021.24,0.07,0.002,25.0,3.0,sell_at_150x
stink_bid,BTC,realistic,6908,3408,0.4933,125,3283,0.0367,49076.0,195015.8,981.52,397.38,5.1291,0.7835,4941.5,0.07,0.002,25.0,3.0,sell_at_150x
stink_bid,BTC,optimistic,6908,3609,0.5224,158,3451,0.0438,55565.0,331919.26,1111.3,597.35,7.2827,0.6365,3236.47,0.07,0.002,25.0,5.0,hold_to_resolution
stink_bid,BTC,realistic,6908,3365,0.4871,99,3266,0.0294,52145.0,247335.01,1042.9,474.32,5.88,0.6325,5370.92,0.07,0.002,25.0,5.0,hold_to_resolution
stink_bid,BTC,optimistic,6908,3609,0.5224,2345,1264,0.6498,55565.0,125687.58,1111.3,226.2,6.8455,0.8212,388.53,0.07,0.002,25.0,5.0,sell_at_2x
stink_bid,BTC,realistic,6908,3365,0.4871,1403,1962,0.4169,52145.0,85860.9,1042.9,164.66,3.6281,0.8449,1082.79,0.07,0.002,25.0,5.0,sell_at_2x
stink_bid,BTC,optimistic,6908,3609,0.5224,1156,2453,0.3203,55565.0,146636.97,1111.3,263.9,4.6952,0.8122,1033.58,0.07,0.002,25.0,5.0,sell_at_5x
stink_bid,BTC,realistic,6908,3365,0.4871,848,2517,0.252,52145.0,98783.24,1042.9,189.44,3.4245,0.8763,1195.12,0.07,0.002,25.0,5.0,sell_at_5x
stink_bid,BTC,optimistic,6908,3609,0.5224,697,2912,0.1931,55565.0,161997.07,1111.3,291.55,4.5325,0.8485,1749.25,0.07,0.002,25.0,5.0,sell_at_10x
stink_bid,BTC,realistic,6908,3365,0.4871,523,2842,0.1554,52145.0,110686.03,1042.9,212.27,3.4568,0.8521,2507.1,0.07,0.002,25.0,5.0,sell_at_10x
stink_bid,BTC,optimistic,6908,3609,0.5224,505,3104,0.1399,55565.0,169367.65,1111.3,304.81,4.4957,0.7849,2739.02,0.07,0.002,25.0,5.0,sell_at_15x
stink_bid,BTC,realistic,6908,3365,0.4871,393,2972,0.1168,52145.0,113149.81,1042.9,216.99,3.4157,0.8177,3112.15,0.07,0.002,25.0,5.0,sell_at_15x
stink_bid,BTC,optimistic,6908,3609,0.5224,334,3275,0.0925,55565.0,167872.39,1111.3,302.12,4.3132,0.7894,2666.94,0.07,0.002,25.0,5.0,sell_at_25x
stink_bid,BTC,realistic,6908,3365,0.4871,250,3115,0.0743,52145.0,111840.61,1042.9,214.48,3.297,0.8154,2806.01,0.07,0.002,25.0,5.0,sell_at_25x
stink_bid,BTC,optimistic,6908,3609,0.5224,228,3381,0.0632,55565.0,187717.34,1111.3,337.83,4.6125,0.7948,3233.4,0.07,0.002,25.0,5.0,sell_at_50x
stink_bid,BTC,realistic,6908,3365,0.4871,161,3204,0.0478,52145.0,129725.42,1042.9,248.78,3.5998,0.8525,3228.3,0.07,0.002,25.0,5.0,sell_at_50x
stink_bid,BTC,optimistic,6908,3609,0.5224,219,3390,0.0607,55565.0,219023.43,1111.3,394.18,5.2062,0.8059,3236.47,0.07,0.002,25.0,5.0,sell_at_75x
stink_bid,BTC,realistic,6908,3365,0.4871,155,3210,0.0461,52145.0,157015.47,1042.9,301.11,4.1422,0.8289,3975.01,0.07,0.002,25.0,5.0,sell_at_75x
stink_bid,BTC,optimistic,6908,3609,0.5224,201,3408,0.0557,55565.0,242365.19,1111.3,436.18,5.6373,0.786,3236.47,0.07,0.002,25.0,5.0,sell_at_100x
stink_bid,BTC,realistic,6908,3365,0.4871,135,3230,0.0401,52145.0,180564.81,1042.9,346.27,4.5973,0.8105,3975.01,0.07,0.002,25.0,5.0,sell_at_100x
stink_bid,BTC,optimistic,6908,3609,0.5224,193,3416,0.0535,55565.0,261011.03,1111.3,469.74,5.9843,0.8277,3236.47,0.07,0.002,25.0,5.0,sell_at_125x
stink_bid,BTC,realistic,6908,3365,0.4871,130,3235,0.0386,52145.0,193048.41,1042.9,370.21,4.841,0.8117,3975.01,0.07,0.002,25.0,5.0,sell_at_125x
stink_bid,BTC,optimistic,6908,3609,0.5224,187,3422,0.0518,55565.0,267497.45,1111.3,481.41,6.1012,0.8079,3236.47,0.07,0.002,25.0,5.0,sell_at_150x
stink_bid,BTC,realistic,6908,3365,0.4871,124,3241,0.0368,52145.0,197483.57,1042.9,378.72,4.9236,0.7856,5370.92,0.07,0.002,25.0,5.0,sell_at_150x
stink_bid,BTC,optimistic,6908,3609,0.5224,158,3451,0.0438,95533.0,625747.46,1910.66,655.01,7.9655,0.6534,5512.08,0.07,0.002,50.0,1.0,hold_to_resolution
stink_bid,BTC,realistic,6908,3302,0.478,89,3213,0.027,84642.0,466080.88,1692.84,550.65,6.6946,0.6665,8286.7,0.07,0.002,50.0,1.0,hold_to_resolution
stink_bid,BTC,optimistic,6908,3609,0.5224,2345,1264,0.6498,95533.0,215779.34,1910.66,225.87,6.6524,0.7875,802.26,0.07,0.002,50.0,1.0,sell_at_2x
stink_bid,BTC,realistic,6908,3302,0.478,1382,1920,0.4185,84642.0,130926.94,1692.84,154.68,3.3985,0.7129,2033.16,0.07,0.002,50.0,1.0,sell_at_2x
stink_bid,BTC,optimistic,6908,3609,0.5224,1156,2453,0.3203,95533.0,248247.94,1910.66,259.86,4.5939,0.7758,1750.11,0.07,0.002,50.0,1.0,sell_at_5x
stink_bid,BTC,realistic,6908,3302,0.478,844,2458,0.2556,84642.0,154076.73,1692.84,182.03,3.3037,0.7638,2841.96,0.07,0.002,50.0,1.0,sell_at_5x
stink_bid,BTC,optimistic,6908,3609,0.5224,697,2912,0.1931,95533.0,277610.44,1910.66,290.59,4.5167,0.8245,3355.85,0.07,0.002,50.0,1.0,sell_at_10x
stink_bid,BTC,realistic,6908,3302,0.478,519,2783,0.1572,84642.0,178396.95,1692.84,210.77,3.4318,0.7795,6046.8,0.07,0.002,50.0,1.0,sell_at_10x
stink_bid,BTC,optimistic,6908,3609,0.5224,505,3104,0.1399,95533.0,295395.66,1910.66,309.21,4.5554,0.7677,5570.04,0.07,0.002,50.0,1.0,sell_at_15x
stink_bid,BTC,realistic,6908,3302,0.478,392,2910,0.1187,84642.0,185904.44,1692.84,219.64,3.4449,0.7631,7285.94,0.07,0.002,50.0,1.0,sell_at_15x
stink_bid,BTC,optimistic,6908,3609,0.5224,334,3275,0.0925,95533.0,300125.73,1910.66,314.16,4.4674,0.7805,4643.03,0.07,0.002,50.0,1.0,sell_at_25x
stink_bid,BTC,realistic,6908,3302,0.478,246,3056,0.0745,84642.0,189772.31,1692.84,224.21,3.4087,0.7692,5503.1,0.07,0.002,50.0,1.0,sell_at_25x
stink_bid,BTC,optimistic,6908,3609,0.5224,228,3381,0.0632,95533.0,345402.48,1910.66,361.55,4.9022,0.7946,5512.08,0.07,0.002,50.0,1.0,sell_at_50x
stink_bid,BTC,realistic,6908,3302,0.478,152,3150,0.046,84642.0,227523.02,1692.84,268.81,3.8217,0.8266,5607.17,0.07,0.002,50.0,1.0,sell_at_50x
stink_bid,BTC,optimistic,6908,3609,0.5224,219,3390,0.0607,95533.0,404172.54,1910.66,423.07,5.558,0.8008,5512.08,0.07,0.002,50.0,1.0,sell_at_75x
stink_bid,BTC,realistic,6908,3302,0.478,146,3156,0.0442,84642.0,275007.27,1692.84,324.91,4.4062,0.8194,6300.69,0.07,0.002,50.0,1.0,sell_at_75x
stink_bid,BTC,optimistic,6908,3609,0.5224,201,3408,0.0557,95533.0,451913.95,1910.66,473.04,6.081,0.7782,5512.08,0.07,0.002,50.0,1.0,sell_at_100x
stink_bid,BTC,realistic,6908,3302,0.478,126,3176,0.0382,84642.0,322828.8,1692.84,381.4,4.9827,0.8076,6300.69,0.07,0.002,50.0,1.0,sell_at_100x
stink_bid,BTC,optimistic,6908,3609,0.5224,193,3416,0.0535,95533.0,487670.49,1910.66,510.47,6.4733,0.8143,5512.08,0.07,0.002,50.0,1.0,sell_at_125x
stink_bid,BTC,realistic,6908,3302,0.478,121,3181,0.0366,84642.0,344929.23,1692.84,407.52,5.2498,0.8122,6300.69,0.07,0.002,50.0,1.0,sell_at_125x
stink_bid,BTC,optimistic,6908,3609,0.5224,187,3422,0.0518,95533.0,501502.84,1910.66,524.95,6.6218,0.7971,5512.08,0.07,0.002,50.0,1.0,sell_at_150x
stink_bid,BTC,realistic,6908,3302,0.478,115,3187,0.0348,84642.0,356070.21,1692.84,420.68,5.3814,0.7918,8286.7,0.07,0.002,50.0,1.0,sell_at_150x
stink_bid,BTC,optimistic,6908,3609,0.5224,158,3451,0.0438,98999.0,634212.14,1979.98,640.62,7.7937,0.6495,5724.24,0.07,0.002,50.0,3.0,hold_to_resolution
stink_bid,BTC,realistic,6908,3302,0.478,89,3213,0.027,87926.0,464721.25,1758.52,528.54,6.4549,0.6624,8721.22,0.07,0.002,50.0,3.0,hold_to_resolution
